Investment type,Transaction date,Investment amount,Closing price,Holding period,Transaction fees,Market volatility,Inflation Rate,GDP Rate
Bond,29-02-2020,467760,9611.13,15,21357.29,0.45,6.58,4.7
Bond,31-01-2013,926209,8558.51,4,19953.69,0.22,8.6,4.9
Bond,31-08-2016,1086393,6585.2,10,6916.58,0.55,5.05,7.1
Bond,31-10-2012,200508,10330.53,11,36870.55,0.51,9.75,5.4
Bond,31-03-2013,180859,7880.17,10,22128.33,0.2,8.3,4.6
Bond,31-12-2018,348634,7359.14,15,27713.23,0.59,2.11,6.9
Bond,30-06-2018,679975,7639.91,15,16600.05,0.16,4.92,7.9
Bond,31-07-2016,131136,12583.4,18,33855.09,0.54,6.07,7.3
Bond,31-03-2018,344655,13421.24,8,28924.03,0.19,4.28,7.3
Bond,31-07-2015,1159359,8313.05,4,20716.47,0.29,3.69,7.1
Bond,30-09-2021,613143,8235.11,20,35664.92,0.21,4.35,15
Bond,31-05-2019,1129172,9639.48,11,18633.52,0.53,3.05,5.8
Bond,30-09-2012,1420125,10303.08,2,23261.38,0.49,9.73,5.4
Bond,30-09-2012,9923,9551.52,5,23780.03,0.1,9.73,5.4
Bond,30-04-2022,605290,8930.59,9,7199.51,0.34,7.79,4.9
Bond,30-04-2016,1081243,6537.64,15,16637.94,0.2,5.47,7.7
Bond,30-04-2012,9923,8699.75,2,24066.44,0.39,10.26,5.7
Bond,30-09-2014,597942,9658.98,15,31534.69,0.28,5.63,5.5
Bond,31-01-2017,467894,5464.51,7,29090.58,0.52,3.17,7.1
Bond,31-08-2014,166019,11462.29,20,29141.88,0.53,7.03,5.7
Bond,31-12-2018,1307098,11516.93,14,24563.21,0.45,2.11,6.9
Bond,28-02-2015,1373530,7474.88,12,21020.3,0.58,5.37,7.5
Bond,30-06-2021,570983,10613.03,9,27161.25,0.27,6.26,3
Bond,31-05-2018,9923,9443.41,19,30942.38,0.58,4.87,7.7
Bond,30-06-2012,1065686,13121.84,18,39963.46,0.27,9.93,5.4
Bond,30-11-2018,487497,11218.42,15,21612.17,0.15,2.33,7.1
Bond,31-12-2016,671410,9891.41,10,8401.87,0.29,3.41,7.1
Bond,28-02-2022,1275238,6812.96,19,36939.56,0.25,6.07,5.4
Bond,30-09-2017,1332216,11980.98,2,34223.25,0.48,2.28,6
Bond,31-07-2015,1572929,9718.9,15,23755.93,0.48,3.69,7.1
Bond,30-04-2022,670263,18758.35,12,31617.6,0.39,7.79,4.9
Bond,30-06-2012,1402279,12863.13,9,30204.44,0.22,9.93,5.4
Bond,31-03-2021,510716,7896.56,16,28351.31,0.65,5.52,0.6
Bond,31-01-2016,616242,7611.89,8,29441.38,0.33,5.69,7.2
Bond,29-02-2012,1237018,6347.54,3,36868.03,0.49,8.83,6.1
Bond,31-01-2021,1545512,8999.96,20,28888.07,0.34,4.06,-1
Bond,31-12-2017,32319,9224.96,17,36485.8,0.29,5.21,6.7
Bond,31-08-2020,116070,7463.52,17,8267.46,0.52,6.69,-23.9
Bond,31-01-2017,1533093,9166.2,15,39716.71,0.19,3.17,7.1
Bond,30-04-2022,9923,9182.31,1,27795.98,0.51,7.79,4.9
Bond,31-08-2012,1085022,8584.17,16,22200.77,0.22,10.03,5.5
Bond,31-08-2020,9923,8583.68,6,33533.65,0.14,6.69,-23.9
Bond,31-12-2013,1249569,7518.48,15,23648.17,0.34,10.6,4.8
Bond,31-12-2016,1697452,8052.3,11,29786.95,0.27,3.41,7.1
Bond,31-03-2013,313664,7480.82,14,28203.01,0.17,8.3,4.6
Bond,31-12-2015,1130313,8464.4,15,13356.84,0.23,5.62,7.3
Bond,30-11-2013,492254,5799.27,15,27560.34,0.18,10.3,4.8
Bond,30-04-2012,1337180,5108.44,15,28359.66,0.49,10.26,5.7
Bond,31-12-2019,435817,10454.25,13,29458.83,0.16,7.75,4.6
Bond,30-06-2021,932986,12913.19,6,34602.93,0.6,6.26,3
Bond,30-11-2020,1123650,7129.75,14,12958.28,0.36,6.93,-7.5
Bond,30-09-2012,959071,10505.36,14,29153.26,0.34,9.73,5.4
Bond,31-01-2022,123560,10102.4,15,32464.53,0.45,6.01,5.1
Bond,28-02-2013,9923,7847.1,18,23251.82,0.16,7.9,4.5
Bond,30-09-2012,159265,9749.56,17,20020.07,0.15,9.73,5.4
Bond,31-10-2012,1859625,5645.39,19,36501.19,0.31,9.75,5.4
Bond,31-07-2013,1476362,7923.04,16,39963.46,0.54,10.6,4.5
Bond,30-11-2014,154510,11571.91,20,29663.29,0.5,3.27,5.3
Bond,28-02-2021,1960925,6430.52,5,21708.03,0.2,5.03,0.4
Bond,30-04-2016,442667,8754.4,11,29437.36,0.24,5.47,7.7
Bond,31-05-2022,255560,6540.47,14,27400.95,0.49,7.04,4.1
Bond,31-10-2022,337252,17556.91,4,20412.65,0.22,6.77,7
Bond,31-10-2018,591735,8750.69,11,24316.41,0.26,3.38,7.3
Bond,31-12-2015,120107,7152.56,5,25035.48,0.55,5.62,7.3
Bond,31-12-2021,270738,7469.65,20,39963.46,0.21,5.66,6.2
Bond,31-08-2012,9923,10330.53,17,39020.89,0.1,10.03,5.5
Bond,31-10-2022,1224757,6684.31,10,26915.59,0.49,6.77,7
Bond,31-01-2013,9923,8363.29,19,8500.04,0.25,8.6,4.9
Bond,31-05-2018,974865,8091.16,13,21534.17,0.54,4.87,7.7
Bond,30-09-2016,565639,11125.46,1,24139.08,0.32,4.39,7.2
Bond,31-03-2013,252775,6114.94,17,33609.68,0.48,8.3,4.6
Bond,30-09-2015,366096,7280.85,14,20840.78,0.5,4.41,7.2
Bond,30-04-2015,1053772,9118.86,3,20835.84,0.25,4.87,7.4
Bond,30-11-2013,914961,8999.85,19,31995.93,0.31,10.3,4.8
Bond,31-05-2017,1008933,8488.77,14,32451.15,0.29,2.18,6.1
Bond,29-02-2012,1080313,15406.07,8,10821.37,0.13,8.83,6.1
Bond,31-10-2020,376191,8027.34,12,15375.29,0.36,7.61,-10
Bond,31-12-2015,40082,12184.66,9,29948.53,0.25,5.62,7.3
Bond,31-10-2022,1740112,7049.77,11,19116.41,0.19,6.77,7
Bond,30-11-2018,318583,5572.45,5,27191.97,0.17,2.33,7.1
Bond,30-04-2022,1390961,7688.29,9,25324.71,0.47,7.79,4.9
Bond,31-03-2021,329081,12681.17,6,21889,0.22,5.52,0.6
Bond,30-11-2012,190401,12043.65,17,24979.78,0.5,9.9,5.3
Bond,31-03-2014,212188,7000.15,4,24633.99,0.23,8.25,4.6
Bond,30-09-2015,1352963,8287.82,17,35898.24,0.35,4.41,7.2
Bond,30-11-2022,1459424,8010.57,12,23081.52,0.29,5.88,6.3
Bond,31-05-2015,1278726,16294.52,17,35470.78,0.17,5.01,7.5
Bond,31-08-2020,9923,9335.17,14,37854.09,0.5,6.69,-23.9
Bond,31-08-2020,1295506,8113.64,15,28894.92,0.2,6.69,-23.9
Bond,30-04-2022,738960,7737.6,9,39963.46,0.19,7.79,4.9
Bond,31-07-2018,440534,4934.84,4,28249.38,0.53,4.17,8
Bond,31-03-2012,816688,7319.49,4,9698.41,0.26,9.47,5.9
Bond,31-07-2019,1307645,8717.36,13,29479.36,0.61,3.19,5.1
Bond,31-10-2017,732120,8809.08,16,3990.06,0.34,3.58,6.1
Bond,30-11-2012,113472,9364.22,9,17682.27,0.57,9.9,5.3
Bond,31-08-2015,58146,10329.22,15,9796.98,0.47,3.74,7
Bond,30-06-2014,1518660,6938.51,12,6812.47,0.19,6.77,4.8
Bond,31-08-2013,9923,9555.08,20,35173.32,0.18,10.6,4.4
Bond,30-09-2015,50580,8771.97,7,18734.71,0.29,4.41,7.2
Bond,30-11-2014,1239157,8057.18,10,20913.34,0.27,3.27,5.3
Bond,30-06-2013,517383,8628.16,9,20974.64,0.37,10.5,4.6
Bond,31-01-2014,1469514,8037.93,4,23913.16,0.38,8.6,4.7
Bond,31-01-2016,407524,7586.11,5,20639.05,0.53,5.69,7.2
Bond,30-11-2018,830473,11116.71,16,16240.19,0.24,2.33,7.1
Bond,31-12-2015,1268023,6501.63,17,16369.12,0.24,5.62,7.3
Bond,31-03-2012,1655378,8218.48,16,22541.65,0.29,9.47,5.9
Bond,30-09-2019,1279709,10166.08,6,24014.04,0.34,3.99,4.7
Bond,31-07-2015,1024156,7057.56,13,25695.94,0.49,3.69,7.1
Bond,31-03-2020,372707,8612.02,20,35280.2,0.35,5.84,4.1
Bond,30-04-2017,1090522,7476.15,3,31348.04,0.24,2.99,6.3
Bond,30-04-2016,825649,7136.58,15,27905.57,0.41,5.47,7.7
Bond,30-04-2021,74876,18758.35,11,24669.4,0.29,4.23,0.9
Bond,31-01-2016,1524660,7678.81,14,27086.77,0.56,5.69,7.2
Bond,31-12-2019,333529,9048.28,11,32476.1,0.43,7.75,4.6
Bond,31-12-2020,698932,6654.63,19,19555.54,0.28,4.59,-3
Bond,31-01-2019,1611838,8301.43,3,32754.39,0.67,1.97,6.7
Bond,31-03-2013,9923,8605.46,6,21878.7,0.63,8.3,4.6
Bond,30-11-2015,397103,7008.54,18,31538.96,0.6,5.41,7.4
Bond,31-03-2018,420382,7817.77,11,7131.03,0.24,4.28,7.3
Bond,30-06-2015,1096771,9318.96,6,35867.48,0.11,5.4,7.3
Bond,31-03-2021,282465,6081.76,17,23950.09,0.24,5.52,0.6
Bond,30-06-2019,1332253,11212.39,10,27554.21,0.64,3.18,5.3
Bond,31-10-2022,1094446,10043.02,12,31262.61,0.24,6.77,7
Bond,29-02-2016,876255,7436.87,17,34787.59,0.52,5.26,7.3
Bond,30-04-2017,94246,12472.78,9,32852.52,0.24,2.99,6.3
Bond,28-02-2019,1607428,9741.12,15,33747.88,0.32,2.57,6.6
Bond,31-07-2016,987027,9106.85,15,32457.64,0.53,6.07,7.3
Bond,30-09-2017,749747,7278.98,7,39963.46,0.52,2.28,6
Bond,31-10-2017,357492,8723.67,15,17834.62,0.31,3.58,6.1
Bond,31-12-2015,88060,6099.25,5,14087.18,0.4,5.62,7.3
Bond,31-01-2014,201737,8786.34,3,30450.88,0.23,8.6,4.7
Bond,31-03-2016,157553,9216.66,1,14259.55,0.69,4.83,7.5
Bond,31-12-2014,158137,12940.19,7,27585.24,0.49,4.28,6
Bond,30-04-2019,537895,8803.03,13,25923.74,0.49,2.99,6.1
Bond,30-11-2013,263586,10947.15,11,17198.78,0.11,10.3,4.8
Bond,30-11-2022,382753,10854.47,17,22668.75,0.48,5.88,6.3
Bond,31-12-2017,1536838,9057.63,16,36082.59,0.34,5.21,6.7
Bond,31-01-2017,9923,7548.03,8,37473.89,0.45,3.17,7.1
Bond,28-02-2014,334380,9496.77,7,28028.41,0.69,7.88,4.7
Bond,31-07-2014,289800,10158.81,15,7600.79,0.4,7.39,5
Bond,31-10-2012,490901,8747.35,18,27837.74,0.54,9.75,5.4
Bond,30-06-2015,1365261,11923.23,16,30814.86,0.1,5.4,7.3
Bond,31-05-2022,81519,9708.71,1,22736.63,0.26,7.04,4.1
Bond,30-04-2019,390757,6666.43,13,28001.23,0.54,2.99,6.1
Bond,31-05-2018,248888,9139.32,11,7166.8,0.54,4.87,7.7
Bond,31-03-2017,1497619,8031.15,6,30997.45,0.36,3.89,6.7
Bond,31-12-2021,389046,8325.01,9,34665.85,0.31,5.66,6.2
Bond,30-11-2014,1710835,8989.56,14,35328.12,0.19,3.27,5.3
Bond,30-04-2012,9923,8457.35,11,38677.55,0.62,10.26,5.7
Bond,31-05-2017,1303037,9924.42,16,25923.87,0.58,2.18,6.1
Bond,31-05-2016,986865,12167.04,6,36205,0.64,5.76,7.9
Bond,31-03-2019,83621,10591.88,18,28339.76,0.22,2.86,6.3
Bond,31-10-2013,353535,7560.73,16,25243.37,0.54,12.2,4.7
Bond,30-11-2014,1351847,10990.12,15,21885.92,0.59,3.27,5.3
Bond,31-05-2015,378426,16863.01,14,20016.94,0.45,5.01,7.5
Bond,28-02-2014,330284,18661.92,4,21954.38,0.52,7.88,4.7
Bond,31-08-2015,581891,6073.28,10,29266.14,0.59,3.74,7
Bond,31-08-2013,345633,8607.97,15,31871.17,0.16,10.6,4.4
Bond,30-04-2014,1089917,9736.71,16,15510.61,0.55,8.48,4.6
Bond,30-09-2020,1149575,6475.3,18,34804.41,0.32,7.27,-15
Bond,31-08-2019,1083021,7786.65,18,12665.28,0.49,3.28,5
Bond,31-01-2022,1659008,9027.02,13,22903.11,0.54,6.01,5.1
Bond,31-05-2019,1103255,6359.67,5,21875.92,0.23,3.05,5.8
Bond,30-09-2017,1484375,10758.63,16,37523.49,0.66,2.28,6
Bond,30-04-2021,393793,9596.73,11,30843.08,0.52,4.23,0.9
Bond,31-05-2015,102396,7357.84,1,28742.49,0.15,5.01,7.5
Bond,31-01-2016,134993,11476.93,8,29500.98,0.51,5.69,7.2
Bond,31-05-2019,1465304,8469.75,17,15578.3,0.29,3.05,5.8
Bond,28-02-2015,1434543,10652.34,16,26992.1,0.23,5.37,7.5
Bond,30-09-2012,1016410,9178.12,17,34184.04,0.17,9.73,5.4
Bond,28-02-2014,973901,8071.99,12,27490.81,0.37,7.88,4.7
Bond,30-06-2022,1387627,8329.06,11,29904.5,0.32,7.01,7
Bond,30-09-2020,1414922,15083.52,14,32717.4,0.33,7.27,-15
Bond,31-10-2013,1042719,6792.53,14,20821.43,0.39,12.2,4.7
Bond,31-05-2020,16324,6982.43,13,6882.28,0.5,6.27,3.1
Bond,28-02-2022,392968,9048.88,16,27466.89,0.46,6.07,5.4
Bond,28-02-2017,9923,7482.03,12,33374.18,0.35,3.65,7
Bond,31-05-2012,1389353,10826.87,18,26026.08,0.22,10.36,5.3
Bond,30-09-2020,130131,10286.17,5,34684.24,0.59,7.27,-15
Bond,31-12-2019,9923,11030.72,5,17447.51,0.67,7.75,4.6
Bond,30-06-2020,1372402,11009.35,10,20674.72,0.51,6.23,1
Bond,31-12-2020,18935,6538.25,3,496.15,0.55,4.59,-3
Bond,29-02-2020,1126404,10530.67,14,31722.53,0.36,6.58,4.7
Bond,30-09-2015,173071,8919.46,17,16422.6,0.4,4.41,7.2
Bond,31-05-2021,1290161,8241.36,16,4095.5,0.17,6.3,1.6
Bond,30-04-2021,1416070,9302.21,2,18390.71,0.29,4.23,0.9
Bond,31-08-2021,9923,10892.65,9,31360.39,0.14,5.3,20.1
Bond,31-03-2022,688823,9061.85,15,19049,0.51,6.95,4.9
Bond,31-03-2020,410515,5514.87,14,12446.29,0.59,5.84,4.1
Bond,31-07-2016,1303443,10196.08,14,24842.26,0.22,6.07,7.3
Bond,31-05-2013,9923,7979.46,6,496.15,0.49,9.4,4.8
Bond,30-06-2016,253309,11344.73,8,9467.17,0.29,5.77,7.5
Bond,31-10-2012,9923,8469.72,16,3838.82,0.61,9.75,5.4
Bond,31-05-2018,149347,10366.06,5,19999.66,0.32,4.87,7.7
Bond,30-06-2019,1360066,8327.84,13,20473.02,0.29,3.18,5.3
Bond,30-04-2017,510012,10840.85,15,21192.53,0.23,2.99,6.3
Bond,30-06-2015,678123,7568.39,4,8962.46,0.47,5.4,7.3
Bond,30-06-2015,1247243,6042.27,3,25530.42,0.29,5.4,7.3
Bond,30-11-2012,9923,7562.07,13,21542.84,0.1,9.9,5.3
Bond,31-03-2013,145885,6221.82,14,18551.2,0.1,8.3,4.6
Bond,31-07-2021,10601,5594.47,17,31916.23,0.29,5.59,10
Bond,28-02-2021,48032,10618.34,13,33483.96,0.17,5.03,0.4
Bond,31-01-2014,116122,4924.25,13,10168.53,0.45,8.6,4.7
Bond,31-03-2018,1537431,10105.23,1,21930.44,0.61,4.28,7.3
Bond,28-02-2021,1365876,5261.94,2,37562.28,0.56,5.03,0.4
Bond,31-01-2019,777746,9484.3,9,39235.66,0.66,1.97,6.7
Bond,31-07-2015,359327,5582.4,9,18626.66,0.66,3.69,7.1
Bond,28-02-2022,1309977,9495.24,17,11377.33,0.63,6.07,5.4
Bond,31-08-2021,1325360,7155.86,8,38155.23,0.62,5.3,20.1
Bond,30-11-2021,373717,11243.39,15,30341.69,0.31,4.91,8.4
Bond,28-02-2013,180355,9736.4,10,28090.77,0.46,7.9,4.5
Bond,30-09-2016,1034693,10166.08,13,6846.62,0.52,4.39,7.2
Bond,31-07-2017,618877,11506.94,16,25083.48,0.24,2.36,5.7
Bond,28-02-2022,395955,9382.97,11,27616.45,0.69,6.07,5.4
Bond,31-05-2012,1269989,10831.74,12,31786.91,0.37,10.36,5.3
Bond,28-02-2015,346728,9834.23,18,27974.14,0.56,5.37,7.5
Bond,30-11-2021,832750,8433.81,11,34364.09,0.23,4.91,8.4
Bond,31-08-2020,63631,7953.75,16,6188.87,0.33,6.69,-23.9
Bond,30-09-2014,228669,8470.32,6,23814.44,0.51,5.63,5.5
Bond,31-12-2015,517459,17777.75,10,5077.35,0.51,5.62,7.3
Bond,28-02-2019,883060,8950.75,16,36813.61,0.51,2.57,6.6
Bond,31-12-2022,1455152,11983.25,5,39963.46,0.25,5.72,5.1
Bond,31-07-2016,284068,9752.06,2,22599.63,0.52,6.07,7.3
Bond,30-11-2018,588718,12922.24,13,32919.95,0.43,2.33,7.1
Bond,30-06-2020,256913,9850.18,15,18210.68,0.44,6.23,1
Bond,30-06-2018,1448156,9451.99,16,22274.19,0.19,4.92,7.9
Bond,31-03-2022,613210,6968.95,2,30057.43,0.59,6.95,4.9
Bond,30-06-2015,1828507,6408.13,10,39963.46,0.14,5.4,7.3
Bond,31-07-2014,22142,10241.8,16,29434.09,0.6,7.39,5
Bond,31-07-2016,265299,5863.36,4,29189.22,0.29,6.07,7.3
Bond,28-02-2015,532494,11155,6,2764.3,0.51,5.37,7.5
Bond,31-03-2019,9923,11900.8,18,34820.23,0.26,2.86,6.3
Bond,31-05-2012,1378279,7231.28,14,22996.3,0.45,10.36,5.3
Bond,31-08-2012,1375348,8261.77,18,31157.11,0.47,10.03,5.5
Bond,31-03-2016,1241822,12056.51,2,30234.72,0.57,4.83,7.5
Bond,31-10-2013,1181128,9794.61,12,29384.6,0.49,12.2,4.7
Bond,31-03-2013,461039,9870.88,17,16879.79,0.56,8.3,4.6
Bond,30-09-2018,1299567,13224.11,1,21333.03,0.33,3.17,7.7
Bond,31-12-2015,1296457,15358.05,5,25511.47,0.48,5.62,7.3
Bond,28-02-2015,1150145,7971.14,14,25551.56,0.32,5.37,7.5
Bond,31-07-2022,337981,4924.25,8,25312.03,0.53,6.71,9
Bond,30-06-2020,1396834,8863.28,11,2204.23,0.36,6.23,1
Bond,31-08-2021,1454635,7518.29,19,32167.1,0.29,5.3,20.1
Bond,30-09-2019,1401426,8835.55,10,4908.2,0.53,3.99,4.7
Bond,31-05-2017,995175,10584.56,12,33300.32,0.59,2.18,6.1
Bond,31-05-2021,665141,10064.65,16,18127.97,0.19,6.3,1.6
Bond,31-12-2015,1249383,15609.56,12,12227.24,0.32,5.62,7.3
Bond,30-11-2018,1158869,10173.07,14,28181.55,0.45,2.33,7.1
Bond,31-07-2022,1278746,16949.51,14,22061.09,0.41,6.71,9
Bond,31-10-2013,1399022,10015.09,19,30942.46,0.11,12.2,4.7
Bond,31-03-2014,778838,12062.3,18,9420.86,0.3,8.25,4.6
Bond,31-05-2016,1750213,8280.82,18,25906.46,0.33,5.76,7.9
Bond,30-06-2013,1134877,8366.96,12,12036.98,0.5,10.5,4.6
Bond,31-01-2021,109768,13215.59,4,36019.05,0.53,4.06,-1
Bond,30-11-2018,231080,6591.17,15,22353.59,0.47,2.33,7.1
Bond,30-11-2013,1112300,7982.18,16,32008.14,0.53,10.3,4.8
Bond,31-12-2020,1584885,7772.87,14,8688.14,0.67,4.59,-3
Bond,28-02-2019,454011,10291.91,1,10880.97,0.56,2.57,6.6
Bond,30-09-2022,233196,10515.18,2,30270.57,0.14,7.41,9
Bond,31-05-2019,69166,9108.33,6,29687.79,0.23,3.05,5.8
Bond,31-07-2020,63932,6589.2,15,24908.01,0.23,6.73,-15
Bond,31-10-2016,9923,10490.58,18,21605.43,0.36,4.2,7.3
Bond,31-03-2015,1382257,8839,18,20582.15,0.6,5.25,7.4
Bond,31-03-2019,487692,9723.08,5,12808.11,0.4,2.86,6.3
Bond,31-10-2013,980228,8740.98,12,22596.8,0.47,12.2,4.7
Bond,31-12-2012,1058651,9538,17,31647.35,0.24,10.56,5.1
Bond,30-09-2016,9923,12311.81,15,25175.84,0.24,4.39,7.2
Bond,30-11-2014,427483,9508.87,13,23137.18,0.16,3.27,5.3
Bond,31-01-2020,578122,11873.26,17,30138.37,0.2,7.59,4.7
Bond,31-08-2020,666514,10771.44,1,18296.16,0.34,6.69,-23.9
Bond,30-06-2021,1207901,9747.81,13,29914.61,0.38,6.26,3
Bond,30-04-2014,1269297,10551.51,14,39963.46,0.55,8.48,4.6
Bond,30-09-2017,381782,9001.14,9,13193.44,0.42,2.28,6
Bond,30-09-2015,1534811,4924.25,15,30591.69,0.26,4.41,7.2
Bond,30-11-2016,666736,8473.47,14,22730.16,0.49,3.63,7.3
Bond,31-10-2022,1625819,7446.12,16,33894.16,0.21,6.77,7
Bond,30-11-2012,967832,9805.16,17,20831.41,0.23,9.9,5.3
Bond,30-11-2012,1105836,6983.7,17,39963.46,0.1,9.9,5.3
Bond,30-04-2017,19347,8305.63,13,11146.6,0.51,2.99,6.3
Bond,30-06-2016,1378073,8143.2,15,6419.02,0.61,5.77,7.5
Bond,31-03-2020,528116,7171.63,9,27367.2,0.44,5.84,4.1
Bond,30-04-2017,949433,16480.53,20,22323.39,0.46,2.99,6.3
Bond,31-12-2016,9923,6982.91,18,20425.25,0.4,3.41,7.1
Bond,31-01-2013,172625,7988.28,10,26046.94,0.1,8.6,4.9
Bond,31-12-2014,288067,8502.7,16,24465.87,0.54,4.28,6
Bond,30-06-2012,1431090,10064.69,18,28210.98,0.57,9.93,5.4
Bond,31-08-2015,1128062,9510.79,15,21766.72,0.56,3.74,7
Bond,30-06-2016,376923,9237.55,18,24917.42,0.29,5.77,7.5
Bond,31-01-2018,977513,6583.32,4,24063.26,0.17,5.07,7
Bond,31-12-2019,231606,11141.75,16,15487.08,0.27,7.75,4.6
Bond,30-06-2015,1280165,12342.75,13,28080.08,0.35,5.4,7.3
Bond,31-10-2022,1469200,18419.99,12,19896.73,0.56,6.77,7
Bond,29-02-2012,9923,11392.57,7,19933.8,0.27,8.83,6.1
Bond,31-03-2014,1799622,5875.37,1,34909.31,0.24,8.25,4.6
Bond,31-12-2014,297593,6991.42,16,13949.36,0.5,4.28,6
Bond,31-01-2016,414236,6841.34,17,9931.93,0.38,5.69,7.2
Bond,31-07-2018,293235,10757.34,13,22994.88,0.65,4.17,8
Bond,31-05-2014,362863,9471.3,14,30213.99,0.2,8.33,4.6
Bond,31-07-2015,1396314,4924.25,17,33181.92,0.25,3.69,7.1
Bond,31-10-2016,701319,6152.68,11,26419.81,0.31,4.2,7.3
Bond,31-05-2016,256954,7728.24,20,33844.09,0.68,5.76,7.9
Bond,30-06-2021,1164299,7100.46,13,30162.49,0.52,6.26,3
Bond,30-06-2019,247773,8469.94,15,24732.3,0.64,3.18,5.3
Bond,30-06-2019,532476,8942.47,15,18753.2,0.51,3.18,5.3
Bond,31-10-2013,941902,9776.84,8,15996.97,0.15,12.2,4.7
Bond,31-08-2022,96135,6545.33,1,25065.54,0.29,7,13.5
Bond,31-12-2020,1783449,10110.13,8,36687.07,0.47,4.59,-3
Bond,30-06-2016,1580068,9627.06,7,26355.51,0.49,5.77,7.5
Bond,31-12-2017,1071459,9651.16,6,1180.48,0.26,5.21,6.7
