Investment type,Transaction date,Investment amount,Closing price,Holding period,Transaction fees,Market volatility,Inflation Rate,GDP Rate
Stocks,31-01-2016,1167418,73,10,3801.504,0.36,5.69,7.2
Stocks,30-11-2020,393667,73,7,2995.724,0.18,6.93,-7.5
Stocks,31-12-2015,220814,73,15,3437.566,0.36,5.62,7.3
Stocks,30-04-2016,925846,4577,18,2900.727,0.17,5.47,7.7
Stocks,31-10-2012,1693898,1789,15,2982.056,0.43,9.75,5.4
Stocks,31-12-2012,528221,73,10,1526.304,0.41,10.56,5.1
Stocks,31-12-2019,1746340,2157,16,2640.516,0.19,7.75,4.6
Stocks,28-02-2022,273937,300,9,2375.526,0.2,6.07,5.4
Stocks,30-04-2022,287988,16794,10,2612.911,0.02,7.79,4.9
Stocks,31-05-2013,231510,73,10,1764.348,0.43,9.4,4.8
Stocks,31-01-2014,481791,518,11,3751.217,0.13,8.6,4.7
Stocks,31-12-2018,1678556,1997,19,2693.207,0.11,2.11,6.9
Stocks,31-01-2021,1613680,6211,8,3095.694,0.41,4.06,-1
Stocks,31-05-2016,666536,1051,7,1228.12,0.59,5.76,7.9
Stocks,30-11-2014,385291,73,12,3117.439,0.18,3.27,5.3
Stocks,31-07-2020,1752748,73,14,2808.304,0.49,6.73,-15
Stocks,31-01-2014,1145871,281,3,1751.605,0.12,8.6,4.7
Stocks,30-09-2012,528057,57278,17,2863.789,0.39,9.73,5.4
Stocks,30-09-2014,1844961,51998,2,3886.364,0.22,5.63,5.5
Stocks,30-04-2016,1062062,404,7,2824.665,0.13,5.47,7.7
Stocks,31-05-2013,1527898,51341,15,3955.515,0.65,9.4,4.8
Stocks,31-01-2022,1881605,8596,2,2951.123,0.63,6.01,5.1
Stocks,29-02-2016,463376,4919,19,2891.137,0.44,5.26,7.3
Stocks,31-08-2019,425407,73,15,3993.814,0.31,3.28,5
Stocks,30-09-2013,1416101,73,7,3993.814,0.42,11.2,4.6
Stocks,31-01-2017,1704883,89,3,1245.9,0.48,3.17,7.1
Stocks,30-04-2019,1615654,73,13,1310.845,0.15,2.99,6.1
Stocks,31-05-2015,423321,73,16,1408.824,0.05,5.01,7.5
Stocks,30-04-2013,1990828,19961,14,1950.652,0.31,9.6,4.7
Stocks,31-05-2012,239878,73,8,3266.198,0.45,10.36,5.3
Stocks,31-08-2016,1186687,5932,13,3353.783,0.39,5.05,7.1
Stocks,31-01-2020,238445,1203,7,1015.673,0.08,7.59,4.7
Stocks,30-06-2013,369177,366,9,3736.274,0.18,10.5,4.6
Stocks,31-03-2013,480908,27684,15,3176.226,0.67,8.3,4.6
Stocks,31-07-2012,305106,1727,12,3378.708,0.18,9.86,5.3
Stocks,31-08-2014,1460379,73,8,3948.731,0.76,7.03,5.7
Stocks,28-02-2021,474147,73,12,3222.66,0.41,5.03,0.4
Stocks,31-07-2013,406148,73,15,2362.867,0.55,10.6,4.5
Stocks,30-09-2020,1488611,1724,11,3848.123,0.12,7.27,-15
Stocks,31-05-2013,939770,1541,4,2705.186,0.39,9.4,4.8
Stocks,31-10-2020,799934,40189,9,3993.814,0.02,7.61,-10
Stocks,31-08-2015,164181,73,11,1982.555,0.53,3.74,7
Stocks,30-09-2017,1067504,450,6,627.926,0.59,2.28,6
Stocks,31-08-2017,773235,73,1,3060.011,0.41,2.28,5.7
Stocks,31-08-2014,1424627,997,8,1454.028,0.46,7.03,5.7
Stocks,30-09-2014,1600671,2918,3,3435.998,0.07,5.63,5.5
Stocks,31-03-2020,1996907,1431,1,3993.814,0.52,5.84,4.1
Stocks,31-12-2017,1648894,73,10,3993.814,0.55,5.21,6.7
Stocks,31-12-2021,875228,73,10,3993.814,0.49,5.66,6.2
Stocks,30-04-2012,298840,50890,20,2618.205,0.22,10.26,5.7
Stocks,29-02-2020,1934635,73,8,3639.149,0.14,6.58,4.7
Stocks,30-11-2012,781906,199,8,2868.195,0.47,9.9,5.3
Stocks,28-02-2015,1403440,8295,18,3501.593,0.12,5.37,7.5
Stocks,31-03-2015,1687559,15139,18,2532.968,0.3,5.25,7.4
Stocks,31-07-2013,1239283,2066,8,2722.437,0.2,10.6,4.5
Stocks,31-01-2020,1509950,73,19,3210.164,0.54,7.59,4.7
Stocks,31-12-2016,1081663,1124,11,3747.379,0.24,3.41,7.1
Stocks,30-06-2015,175688,7447,8,3399.414,0.35,5.4,7.3
Stocks,30-11-2016,996589,66528,6,3143.551,0.21,3.63,7.3
Stocks,31-05-2018,1311617,9482,14,3695.535,0.61,4.87,7.7
Stocks,30-11-2014,1090280,73,5,3771.52,0.41,3.27,5.3
Stocks,30-06-2020,1201505,1385,11,1574.017,0.22,6.23,1
Stocks,31-07-2019,313175,63403,4,3787.066,0.19,3.19,5.1
Stocks,31-05-2012,1205538,6401,2,3314.071,0.69,10.36,5.3
Stocks,31-07-2016,1881980,1544,19,2691.985,0.57,6.07,7.3
Stocks,29-02-2020,421568,1772,2,3665.24,0.16,6.58,4.7
Stocks,31-12-2016,1593901,2091,12,2469.018,0.24,3.41,7.1
Stocks,31-03-2019,1808619,58131,18,1764.316,0.21,2.86,6.3
Stocks,31-12-2021,1906111,73,4,2114.177,0.69,5.66,6.2
Stocks,31-08-2014,1808438,73,3,3577.254,0.26,7.03,5.7
Stocks,31-05-2018,164977,3124,13,2745.665,0.08,4.87,7.7
Stocks,30-06-2017,1841364,3890,17,3917.807,0.06,1.46,5.9
Stocks,31-03-2018,1042116,58393,15,1324.513,0.15,4.28,7.3
Stocks,31-01-2019,1185671,73,13,3913.24,0.52,1.97,6.7
Stocks,31-05-2012,1446384,431,5,3203.205,0.24,10.36,5.3
Stocks,31-03-2020,1032705,73,6,3294.739,0.55,5.84,4.1
Stocks,31-10-2017,1342537,3185,15,3644.72,0.21,3.58,6.1
Stocks,31-10-2018,1610732,73,17,3993.814,0.4,3.38,7.3
Stocks,31-07-2016,1118545,5909,10,2901.615,0.48,6.07,7.3
Stocks,31-12-2016,787224,13673,6,3508.304,0.24,3.41,7.1
Stocks,30-09-2017,1427492,2392,2,1904.02,0.05,2.28,6
Stocks,29-02-2012,482439,557,8,3511.67,0.22,8.83,6.1
Stocks,30-11-2014,996424,285,13,2603.017,0.09,3.27,5.3
Stocks,29-02-2016,1009840,73,19,2834.89,0.34,5.26,7.3
Stocks,30-11-2018,1254809,1841,17,3312.104,0.15,2.33,7.1
Stocks,29-02-2012,553014,14225,10,3722.752,0.73,8.83,6.1
Stocks,30-06-2018,1541628,5082,12,2338.805,0.49,4.92,7.9
Stocks,31-07-2022,1603151,73,11,2354.564,0.48,6.71,9
Stocks,31-10-2016,1653365,5028,4,3721.482,0.25,4.2,7.3
Stocks,31-01-2022,762022,2131,8,1770.466,0.26,6.01,5.1
Stocks,31-10-2013,480839,73,14,1693.179,0.34,12.2,4.7
Stocks,31-05-2022,1519315,73,12,2726.505,0.32,7.04,4.1
Stocks,31-10-2021,1039146,73,14,3543.875,0.61,4.48,13
Stocks,30-04-2020,578472,73,7,3993.814,0.63,7.22,3.7
Stocks,30-11-2016,1220869,73,3,3966.303,0.35,3.63,7.3
Stocks,30-06-2014,699109,283,15,3608.306,0.31,6.77,4.8
Stocks,31-05-2015,352037,15259,6,3127.095,0.44,5.01,7.5
Stocks,30-04-2018,1365531,8409,17,2715.579,0.42,4.58,7.5
Stocks,30-11-2019,1522956,3763,9,2704.204,0.51,5.54,4.5
Stocks,31-08-2013,1966481,1902,13,3813.207,0.56,10.6,4.4
Stocks,31-10-2022,973290,10525,17,3308.752,0.6,6.77,7
Stocks,30-09-2016,149503,1970,10,3501.129,0.45,4.39,7.2
Stocks,31-05-2015,794354,73,16,1345.981,0.18,5.01,7.5
Stocks,31-10-2022,356858,73,13,1868.951,0.02,6.77,7
Stocks,30-04-2019,511519,52428,15,2848.808,0.14,2.99,6.1
Stocks,31-08-2016,443877,11695,1,1664.1,0.38,5.05,7.1
Stocks,30-11-2019,1205678,26256,3,3626.657,0.19,5.54,4.5
Stocks,31-07-2016,937309,3689,17,3205.509,0.75,6.07,7.3
Stocks,30-06-2019,285064,2322,3,1486.727,0.35,3.18,5.3
Stocks,31-07-2021,1129493,73,2,3919.01,0.1,5.59,10
Stocks,31-03-2019,523799,478,5,2986.884,0.26,2.86,6.3
Stocks,31-01-2012,1493004,11999,14,3700.649,0.57,7.65,6.3
Stocks,31-01-2020,1155591,2305,10,1127.876,0.25,7.59,4.7
Stocks,31-01-2020,281187,73,13,2929.539,0.35,7.59,4.7
Stocks,31-10-2013,422579,73,12,3046.756,0.08,12.2,4.7
Stocks,30-04-2013,686781,73,16,3729.98,0.06,9.6,4.7
Stocks,30-09-2012,1439836,73,17,3993.814,0.15,9.73,5.4
Stocks,31-01-2018,1385287,777,2,1221.273,0.32,5.07,7
Stocks,30-04-2016,117588,73,17,2955.966,0.13,5.47,7.7
Stocks,31-03-2020,540181,2686,13,3670.434,0.23,5.84,4.1
Stocks,31-08-2019,1875578,1985,10,1250.376,0.48,3.28,5
Stocks,31-05-2012,1638177,1639,14,2879.922,0.07,10.36,5.3
Stocks,31-05-2018,1749049,73,1,3715.289,0.43,4.87,7.7
Stocks,29-02-2016,968757,73,14,2235.09,0.23,5.26,7.3
Stocks,31-03-2012,857583,2964,20,3073.895,0.05,9.47,5.9
Stocks,31-12-2016,1339091,282,4,3202.497,0.37,3.41,7.1
Stocks,30-04-2015,363141,2813,4,3345.995,0.15,4.87,7.4
Stocks,31-01-2021,9382,73,18,1194.372,0.35,4.06,-1
Stocks,28-02-2014,1262479,73,9,2295.535,0.14,7.88,4.7
Stocks,31-03-2019,1756741,684,7,3993.814,0.16,2.86,6.3
Stocks,30-06-2013,1877721,73,6,3297.934,0.25,10.5,4.6
Stocks,28-02-2022,407697,788,19,2322.652,0.41,6.07,5.4
Stocks,30-09-2017,463747,18062,11,3069.079,0.46,2.28,6
Stocks,30-04-2020,436720,2966,4,3562.336,0.11,7.22,3.7
Stocks,31-07-2016,672751,73,14,1495.604,0.09,6.07,7.3
Stocks,31-08-2019,1879538,10300,14,2999.972,0.2,3.28,5
Stocks,31-07-2016,978482,73,13,3297.193,0.18,6.07,7.3
Stocks,31-03-2017,368157,71413,17,2463.72,0.47,3.89,6.7
Stocks,31-03-2013,1996907,73,18,3198.606,0.11,8.3,4.6
Stocks,31-10-2012,1724835,73,1,3317.817,0.15,9.75,5.4
Stocks,31-07-2021,604884,14897,14,2967.314,0.25,5.59,10
Stocks,31-08-2020,1517186,73,17,2859.928,0.45,6.69,-23.9
Stocks,31-08-2022,806578,515,6,3596.334,0.25,7,13.5
Stocks,31-12-2020,1405313,73,9,2850.03,0.45,4.59,-3
Stocks,30-11-2013,1300719,73,7,3191.08,0.16,10.3,4.8
Stocks,30-11-2019,287671,801,7,3993.814,0.18,5.54,4.5
Stocks,28-02-2015,369575,73,16,3993.814,0.16,5.37,7.5
Stocks,31-08-2022,1629664,73,7,3011.724,0.26,7,13.5
Stocks,31-10-2017,1902248,73,6,3944.514,0.06,3.58,6.1
Stocks,31-12-2013,258322,19890,9,2669.589,0.54,10.6,4.8
Stocks,31-03-2017,1833018,2343,11,2708.709,0.42,3.89,6.7
Stocks,30-06-2013,352237,73,2,2497.988,0.51,10.5,4.6
Stocks,31-12-2021,282218,2890,13,3967.423,0.69,5.66,6.2
Stocks,31-10-2018,422679,7644,14,2419.467,0.21,3.38,7.3
Stocks,30-06-2015,638243,73,10,1585.527,0.5,5.4,7.3
Stocks,30-11-2013,1635870,1022,17,1622.142,0.3,10.3,4.8
Stocks,31-05-2015,1076099,73,1,2670.566,0.69,5.01,7.5
Stocks,31-08-2012,782375,3361,18,3125.838,0.23,10.03,5.5
Stocks,30-04-2014,367866,73,7,3487.922,0.12,8.48,4.6
Stocks,30-09-2013,421687,73,7,3993.814,0.13,11.2,4.6
Stocks,31-08-2015,652430,669,4,3796.36,0.53,3.74,7
Stocks,31-10-2017,359223,6524,9,1575.742,0.33,3.58,6.1
Stocks,31-01-2019,471529,73,16,3941.751,0.16,1.97,6.7
Stocks,31-08-2020,1185391,7428,7,2732.484,0.65,6.69,-23.9
Stocks,31-10-2012,1618056,73,13,3464.294,0.19,9.75,5.4
Stocks,30-06-2016,533359,4095,12,1536.496,0.53,5.77,7.5
Stocks,30-04-2014,1396595,13152,1,3474.719,0.12,8.48,4.6
Stocks,31-08-2015,1200252,833,7,3993.814,0.52,3.74,7
Stocks,30-11-2019,1739729,133,13,2034.172,0.12,5.54,4.5
Stocks,31-05-2015,210127,73,5,1378.972,0.53,5.01,7.5
Stocks,30-06-2015,841337,889,2,3176.094,0.49,5.4,7.3
Stocks,30-04-2017,381970,1620,1,1876.371,0.14,2.99,6.3
Stocks,28-02-2013,716083,73,9,3993.814,0.69,7.9,4.5
Stocks,31-01-2022,1113956,73,19,1666.196,0.13,6.01,5.1
Stocks,31-08-2022,1200833,66087,17,3843.045,0.21,7,13.5
Stocks,31-07-2017,1658072,9758,8,2815.092,0.48,2.36,5.7
Stocks,28-02-2022,1732615,1646,10,3676.986,0.19,6.07,5.4
Stocks,28-02-2022,1865023,15808,17,2788.45,0.14,6.07,5.4
Stocks,30-09-2021,1217189,73,13,3206.696,0.46,4.35,15
Stocks,31-07-2018,1004068,73,12,2659.757,0.67,4.17,8
Stocks,31-03-2020,1302078,523,6,3993.814,0.1,5.84,4.1
Stocks,31-08-2021,1666148,73,12,2498.492,0.1,5.3,20.1
Stocks,30-11-2015,363778,73,5,2570.589,0.26,5.41,7.4
Stocks,28-02-2022,1594688,40236,15,3561.374,0.06,6.07,5.4
Stocks,31-05-2018,1529056,977,8,3474.836,0.15,4.87,7.7
Stocks,31-01-2022,188639,11725,11,3451.455,0.47,6.01,5.1
Stocks,31-01-2020,1926637,4071,18,3804.446,0.55,7.59,4.7
Stocks,31-05-2017,1027221,45752,11,3993.814,0.03,2.18,6.1
Stocks,30-11-2012,1620601,2636,5,2761.755,0.11,9.9,5.3
Stocks,31-01-2012,701136,2162,7,3087.587,0.65,7.65,6.3
Stocks,31-08-2016,32627,323,15,3735.517,0.09,5.05,7.1
Stocks,28-02-2015,134907,73,4,2678.592,0.62,5.37,7.5
Stocks,30-11-2016,1317310,2022,8,3329.619,0.7,3.63,7.3
Stocks,30-09-2017,1102172,770,12,2826.083,0.58,2.28,6
Stocks,31-05-2018,1828525,7008,8,2921.299,0.4,4.87,7.7
Stocks,31-03-2012,315582,20820,13,2350.222,0.41,9.47,5.9
Stocks,30-06-2018,252990,3132,3,3889.857,0.27,4.92,7.9
Stocks,31-07-2014,1160086,73,11,1464.587,0.18,7.39,5
Stocks,31-08-2012,275185,73,8,3457.55,0.08,10.03,5.5
Stocks,31-12-2017,650229,28882,12,1663.392,0.43,5.21,6.7
Stocks,31-05-2014,1359001,73,15,3787.198,0.39,8.33,4.6
Stocks,31-07-2014,1022367,12540,12,3993.814,0.31,7.39,5
Stocks,31-12-2014,1625849,826,16,2851.201,0.32,4.28,6
Stocks,31-08-2013,1987227,2772,10,3144.426,0.06,10.6,4.4
Stocks,31-10-2020,842055,73,11,2416.73,0.09,7.61,-10
Stocks,30-06-2015,1909355,15324,13,3604.826,0.21,5.4,7.3
Stocks,30-11-2012,1782720,2960,9,2658.594,0.25,9.9,5.3
Stocks,29-02-2016,1197166,241,2,3545.138,0.11,5.26,7.3
Stocks,31-07-2019,972913,10890,10,3156.381,0.46,3.19,5.1
Stocks,28-02-2022,243768,1715,15,3993.814,0.61,6.07,5.4
Stocks,31-12-2014,517502,378,1,3712.531,0.32,4.28,6
Stocks,28-02-2019,1780599,73,16,3127.444,0.09,2.57,6.6
Stocks,31-05-2017,1086729,139,14,3993.814,0.75,2.18,6.1
Stocks,31-05-2018,1833872,73,11,2864.112,0.55,4.87,7.7
Stocks,31-03-2012,559443,73,11,3277.535,0.56,9.47,5.9
Stocks,28-02-2013,132271,73,14,3701.888,0.57,7.9,4.5
Stocks,31-05-2018,345746,8681,17,2292.541,0.57,4.87,7.7
Stocks,30-04-2012,291751,98,10,3902.26,0.43,10.26,5.7
Stocks,31-08-2017,1286936,1513,17,3159.476,0.31,2.28,5.7
Stocks,30-11-2017,1271895,73,15,1566.109,0.42,4.88,6.3
Stocks,30-09-2016,383006,73,17,3118.087,0.15,4.39,7.2
Stocks,31-03-2012,1802993,73,13,1687.879,0.29,9.47,5.9
Stocks,30-09-2015,1930186,1260,2,2566.977,0.13,4.41,7.2
Stocks,31-12-2015,1295278,73,8,2901.091,0.09,5.62,7.3
Stocks,31-08-2017,937793,73,6,2687.16,0.34,2.28,5.7
Stocks,31-03-2016,1192355,73,12,2856.691,0.8,4.83,7.5
Stocks,31-01-2013,1334542,73,12,2645.419,0.44,8.6,4.9
Stocks,31-10-2013,318369,73,16,3926.881,0.5,12.2,4.7
Stocks,31-10-2019,1812078,73,20,3260.189,0.35,4.62,4.5
Stocks,31-12-2016,1717504,73,4,3185.816,0.68,3.41,7.1
Stocks,29-02-2020,1072967,73,18,2939.28,0.39,6.58,4.7
Stocks,31-08-2015,212062,56104,2,2716.855,0.43,3.74,7
Stocks,30-11-2019,1802910,492,16,2862.193,0.72,5.54,4.5
Stocks,31-07-2012,567531,73,3,3031.815,0.36,9.86,5.3
Stocks,31-12-2014,1212890,73,10,3630.599,0.41,4.28,6
Stocks,31-12-2016,1314773,73,9,1558.956,0.4,3.41,7.1
Stocks,31-08-2012,1915716,1669,9,3993.814,0.42,10.03,5.5
Stocks,31-12-2012,1164395,235,11,3993.814,0.38,10.56,5.1
Stocks,30-11-2012,1916576,73,15,3687.928,0.49,9.9,5.3
Stocks,31-07-2016,1195546,281,4,2771.902,0.04,6.07,7.3
Stocks,30-11-2016,1286815,1626,4,3644.553,0.3,3.63,7.3
Stocks,31-10-2021,259782,9943,9,3747.368,0.2,4.48,13
Stocks,28-02-2022,1128172,73,18,2350.362,0.47,6.07,5.4
Stocks,30-11-2012,1797473,73,19,3943.995,0.15,9.9,5.3
Stocks,28-02-2013,1837993,3065,11,3393.381,0.78,7.9,4.5
Stocks,30-09-2016,740367,375,14,3839.839,0.76,4.39,7.2
Stocks,31-10-2018,1489127,1262,8,2753.137,0.12,3.38,7.3
Stocks,31-12-2020,616279,12661,5,1014.945,0.12,4.59,-3
Stocks,31-07-2020,1656698,61422,19,3314.435,0.37,6.73,-15
Stocks,31-07-2019,1062159,73,3,3243.088,0.4,3.19,5.1
Stocks,31-01-2016,1272397,73,17,2278.404,0.2,5.69,7.2
Stocks,31-03-2021,1996907,2716,3,3486.631,0.35,5.52,0.6
Stocks,31-12-2020,1706438,13695,10,2725.548,0.02,4.59,-3
Stocks,31-12-2017,901367,73,20,3327.177,0.62,5.21,6.7
Stocks,28-02-2018,324377,275,8,2138.96,0.39,4.44,7.2
Stocks,31-08-2013,233376,25119,7,3054.568,0.42,10.6,4.4
Stocks,30-04-2016,559299,1834,8,3375.608,0.19,5.47,7.7
Stocks,31-03-2021,1243303,1733,6,3834.535,0.39,5.52,0.6
Stocks,30-06-2018,1865976,73,15,2094.947,0.44,4.92,7.9
Stocks,30-09-2016,1422121,73,2,3225.039,0.58,4.39,7.2
Stocks,31-08-2021,1581839,73,10,3444.235,0.46,5.3,20.1
Stocks,30-04-2021,1913834,55108,19,3993.814,0.5,4.23,0.9
Stocks,30-09-2018,1315100,650,4,3993.814,0.41,3.17,7.7
Stocks,31-01-2015,338740,995,9,3000.142,0.13,5.19,6.3
Stocks,31-05-2014,1289789,1114,17,2955.257,0.27,8.33,4.6
Stocks,31-03-2014,1231590,73,12,2389.507,0.28,8.25,4.6
Stocks,31-08-2019,1124742,3974,14,3065.54,0.59,3.28,5
Stocks,31-08-2014,942533,14882,10,3993.814,0.14,7.03,5.7
Stocks,30-09-2015,1077421,6825,10,1548.273,0.34,4.41,7.2
Stocks,31-03-2020,135807,64425,16,3993.814,0.12,5.84,4.1
Stocks,31-03-2015,273557,73,11,2655.861,0.19,5.25,7.4
Stocks,30-09-2014,1171114,3957,11,2587.631,0.48,5.63,5.5
Stocks,31-12-2020,971492,568,8,2914.341,0.2,4.59,-3
Stocks,31-12-2019,1282764,24192,15,3526.561,0.28,7.75,4.6
Stocks,31-03-2021,1547150,2423,11,3723.669,0.15,5.52,0.6
Stocks,30-04-2014,1123003,2968,14,3296.323,0.1,8.48,4.6
Stocks,31-08-2017,1212087,73,12,3254.777,0.25,2.28,5.7
Stocks,31-03-2017,1135385,11157,3,3659.208,0.23,3.89,6.7
Stocks,31-01-2020,1996907,2624,10,3578.435,0.12,7.59,4.7
Stocks,31-12-2021,240370,50730,17,2541.949,0.37,5.66,6.2
Stocks,30-09-2016,1127732,73,3,3212.176,0.7,4.39,7.2
Stocks,31-01-2016,1896152,4242,15,1606.472,0.37,5.69,7.2
Stocks,31-08-2020,1891772,7468,9,3900.836,0.09,6.69,-23.9
Stocks,31-12-2022,340052,2134,16,2776.484,0.42,5.72,5.1
Stocks,30-09-2017,1996907,73,12,3974.023,0.74,2.28,6
Stocks,31-10-2021,712128,73,1,3993.814,0.28,4.48,13
Stocks,31-01-2022,682075,73,12,2788.775,0.31,6.01,5.1
Stocks,30-04-2014,1308966,353,17,1684.24,0.51,8.48,4.6
Stocks,31-07-2020,1650231,73,17,1374.409,0.05,6.73,-15
Stocks,31-01-2015,250258,1162,9,2263.509,0.71,5.19,6.3
Stocks,31-10-2015,630530,73,14,3039.241,0.02,5,7.4
Stocks,31-07-2015,1501326,1145,15,2554.161,0.4,3.69,7.1
Stocks,31-03-2020,1043789,1641,4,3993.814,0.17,5.84,4.1
Stocks,30-06-2019,1317516,873,17,1625.122,0.1,3.18,5.3
Stocks,31-07-2012,159205,73,2,3008.789,0.3,9.86,5.3
Stocks,30-11-2018,777502,73,3,2681.837,0.67,2.33,7.1
Stocks,30-04-2020,1491589,63008,7,3832.056,0.43,7.22,3.7
Stocks,30-04-2020,705663,73,15,3830.534,0.47,7.22,3.7
Stocks,30-04-2020,1009447,73,16,3116.342,0.41,7.22,3.7
Stocks,28-02-2021,1523712,1511,18,3993.814,0.5,5.03,0.4
Stocks,30-06-2019,1050625,73,9,3993.814,0.44,3.18,5.3
Stocks,31-05-2018,1199738,73,16,3320.68,0.17,4.87,7.7
Stocks,28-02-2014,523374,6289,8,2921.789,0.6,7.88,4.7
Stocks,31-10-2017,1821526,2901,8,3993.814,0.71,3.58,6.1
Stocks,31-08-2014,1745485,73,3,3715.18,0.13,7.03,5.7
Stocks,31-08-2014,1774162,73,15,2841.655,0.36,7.03,5.7
Stocks,30-09-2013,1280034,1595,5,3587.945,0.52,11.2,4.6
Stocks,31-05-2015,1602696,1695,3,3434.68,0.56,5.01,7.5
Stocks,31-12-2019,1082994,73,13,2962.506,0.52,7.75,4.6
Stocks,30-11-2020,1153981,277,18,2139.816,0.06,6.93,-7.5
Stocks,30-09-2013,1191131,3867,5,3591.621,0.77,11.2,4.6
Stocks,28-02-2022,259035,1035,11,3576.768,0.21,6.07,5.4
Stocks,30-04-2018,1255273,73,5,3458.537,0.29,4.58,7.5
Stocks,31-08-2015,1831707,2578,15,3794.126,0.09,3.74,7
Stocks,31-12-2015,1185066,73,19,2651.835,0.27,5.62,7.3
Stocks,31-10-2017,1636276,10765,1,3713.718,0.23,3.58,6.1
Stocks,30-06-2018,405735,4579,17,2851.539,0.27,4.92,7.9
Stocks,31-08-2018,887668,1579,10,3993.814,0.16,3.69,8.2
Stocks,31-07-2022,1188803,66493,10,1398.222,0.31,6.71,9
Stocks,31-12-2012,181790,88,19,2007.381,0.34,10.56,5.1
Stocks,30-11-2022,1692511,73,2,3899.028,0.32,5.88,6.3
Stocks,30-09-2021,1280885,5088,11,2931.326,0.4,4.35,15
Stocks,30-04-2016,229304,719,9,3601.87,0.74,5.47,7.7
Stocks,31-10-2012,1155775,149,5,3306.273,0.11,9.75,5.4
Stocks,31-03-2014,1213646,1661,12,2847.638,0.27,8.25,4.6
Stocks,31-01-2016,243245,73,9,2964.853,0.14,5.69,7.2
Stocks,31-12-2021,49097,4554,1,2463.366,0.41,5.66,6.2
Stocks,28-02-2021,1392515,73,10,3573.688,0.06,5.03,0.4
Stocks,31-10-2017,974998,242,7,3773.626,0.46,3.58,6.1
Stocks,31-12-2021,1218521,73,17,2991.157,0.07,5.66,6.2
Stocks,30-09-2012,350164,73,9,2443.186,0.32,9.73,5.4
Stocks,30-04-2018,294257,2110,3,3214.984,0.49,4.58,7.5
Stocks,30-04-2022,1387519,73,15,2388.376,0.35,7.79,4.9
Stocks,30-06-2019,1238646,3249,10,3032.854,0.23,3.18,5.3
Stocks,30-04-2022,1621250,1427,5,3630.303,0.1,7.79,4.9
Stocks,30-04-2020,1677821,73,16,3659.337,0.16,7.22,3.7
Stocks,30-04-2022,1037043,73,7,1202.444,0.03,7.79,4.9
Stocks,31-03-2013,1715941,2025,14,3158.804,0.8,8.3,4.6
Stocks,31-01-2012,424714,53306,5,2750.822,0.08,7.65,6.3
Stocks,30-11-2022,989138,436,12,3003.073,0.45,5.88,6.3
Stocks,31-03-2018,1554181,73,5,2917.329,0.4,4.28,7.3
Stocks,30-11-2012,1448483,73,20,2859.592,0.67,9.9,5.3
Stocks,30-04-2018,1525655,73,18,3993.814,0.28,4.58,7.5
Stocks,30-06-2021,1000836,5860,14,2358.799,0.23,6.26,3
Stocks,30-09-2020,1480448,1052,5,3004.517,0.29,7.27,-15
Stocks,30-11-2017,1881551,1314,1,2554.731,0.74,4.88,6.3
