Investment type,Transaction date,Investment amount,Closing price,Holding period,Transaction fees,Market volatility,Inflation Rate,GDP Rate
Gold,31-05-2013,1681034,27788.00,8,22383.59,0.71,9.75,5.4
Gold,30-11-2016,57133,30856.00,1,28556.08,0.41,10.56,5.1
Gold,31-05-2018,57133,29250.00,8,21579.93,0.23,7.75,4.6
Gold,31-10-2020,1218000,30882.00,1,42166.91,0.21,6.07,5.4
Gold,31-01-2021,891905,49111.00,1,73065.51,0.35,7.79,4.9
Gold,30-04-2014,921151,30138.00,1,20810.13,0.74,9.4,4.8
Gold,30-04-2014,501664,30116.00,7,36146.92,0.79,8.6,4.7
Gold,30-11-2012,1041864,47060.00,1,43238.61,0.57,2.11,6.9
Gold,31-05-2016,345169,30814.00,7,12745.78,0.25,4.06,-1
Gold,30-11-2019,1835228,30746.00,3,79329.17,0.52,5.76,7.9
Gold,30-09-2016,1402944,33431.00,1,75717.36,0.29,3.27,5.3
Gold,31-08-2012,1774483,50520.00,5,54656.33,0.62,6.73,-15
Gold,30-11-2017,342253,43225.00,1,22846.21,0.11,8.6,4.7
Gold,30-11-2013,575769,29382.00,5,47746.01,0.26,9.73,5.4
Gold,31-03-2016,1658383,51365.00,4,19730.24,0.32,5.63,5.5
Gold,31-03-2019,1555867,32902.00,2,39725.72,0.18,5.47,7.7
Gold,30-06-2015,774395,47901.00,4,33349.22,0.53,9.4,4.8
Gold,31-10-2014,952745,28872.00,7,54909.14,0.24,6.01,5.1
Gold,31-03-2022,1070993,34714.00,3,41574.16,0.09,5.26,7.3
Gold,31-07-2019,57133,33431.00,1,25575.1,0.51,3.28,5
Gold,30-09-2016,792123,31221.00,8,17309.43,0.53,11.2,4.6
Gold,30-09-2013,1664441,31014.00,3,68558.43,0.51,3.17,7.1
Gold,31-05-2021,130049,30186.00,1,12371.29,0.78,2.99,6.1
Gold,30-04-2014,1233969,29469.00,4,45818.36,0.4,5.01,7.5
Gold,31-01-2020,695818,33100.00,8,11759.79,0.55,9.6,4.7
Gold,30-06-2018,1990090,43225.00,9,69419.94,0.52,10.36,5.3
Gold,31-07-2020,1417490,28341.00,10,45151.39,0.63,5.05,7.1
Gold,30-11-2019,1502906,31141.00,4,54882.38,0.45,7.59,4.7
Gold,28-02-2015,1321309,30856.00,1,62055.64,0.57,10.5,4.6
Gold,29-02-2012,96888,50070.00,2,34302.74,0.32,8.3,4.6
Gold,30-04-2013,647607,28992.00,8,38930.97,0.44,9.86,5.3
Gold,31-05-2016,620427,47901.00,6,47801.84,0.28,7.03,5.7
Gold,31-07-2019,1619940,30851.00,1,48278.99,0.72,5.03,0.4
Gold,31-05-2022,702088,50520.00,6,63115.89,0.63,10.6,4.5
Gold,31-07-2022,260862,29777.00,9,12354.38,0.18,7.27,-15
Gold,31-01-2016,367741,51099.00,7,36555.37,0.31,9.4,4.8
Gold,31-08-2012,190216,50719.00,4,7754.17,0.14,7.61,-10
Gold,30-11-2013,781375,25803.00,6,25870.13,0.68,3.74,7
Gold,31-07-2017,968706,50520.00,6,44681.56,0.28,2.28,6
Gold,31-08-2016,1357309,27794.00,1,15795.8,0.52,2.28,5.7
Gold,31-01-2012,404412,46431.00,8,21660.45,0.43,7.03,5.7
Gold,31-10-2019,1450095,50719.00,7,31047.23,0.65,5.63,5.5
Gold,28-02-2013,1007029,34714.00,2,65595.11,0.24,5.84,4.1
Gold,30-09-2022,1433625,30851.00,2,16663.54,0.24,5.21,6.7
Gold,31-03-2018,1865675,30426.00,2,46484.56,0.57,5.66,6.2
Gold,31-10-2019,144855,26593.00,2,18427.4,0.73,10.26,5.7
Gold,31-05-2019,192811,50530.00,3,25413.78,0.58,6.58,4.7
Gold,31-05-2015,719597,28441.00,2,35914.58,0.76,9.9,5.3
Gold,31-01-2016,1536471,29756.00,8,71052.62,0.79,5.37,7.5
Gold,31-01-2022,1321560,43225.00,6,62364.46,0.52,5.25,7.4
Gold,30-04-2018,1470906,44647.00,8,45443.82,0.52,10.6,4.5
Gold,30-06-2018,911623,28610.00,6,11296.02,0.54,7.59,4.7
Gold,30-11-2014,57133,50641.00,2,40360.5,0.38,3.41,7.1
Gold,31-12-2017,1390108,44418.00,6,51980.5,0.79,5.4,7.3
Gold,30-11-2021,683334,30138.00,2,66900.81,0.69,3.63,7.3
Gold,31-08-2021,1009277,28588.00,2,53885.44,0.26,4.87,7.7
Gold,30-06-2020,57133,30882.00,8,46406.97,0.28,3.27,5.3
Gold,30-06-2013,1511888,27733.00,1,68245.87,0.42,6.23,1
Gold,31-08-2016,1149005,48807.00,8,51326.07,0.61,3.19,5.1
Gold,29-02-2012,861734,30582.00,2,68376.85,0.58,10.36,5.3
Gold,30-04-2022,550935,47898.00,6,22991.17,0.43,6.07,7.3
Gold,30-06-2012,1162659,30814.00,6,75038.31,0.47,6.58,4.7
Gold,31-03-2014,1469701,26805.00,1,79603.6,0.18,3.41,7.1
Gold,31-05-2017,898568,31141.00,7,62374.42,0.65,2.86,6.3
Gold,31-12-2012,583373,30634.00,7,69993.9,0.2,5.66,6.2
Gold,30-09-2012,525531,30746.00,6,73395.34,0.28,7.03,5.7
Gold,31-03-2020,417161,26866.00,1,26451.96,0.16,4.87,7.7
Gold,31-10-2013,1791870,25114.00,1,67074.93,0.58,1.46,5.9
Gold,30-04-2020,1990090,29592.00,3,54167.25,0.55,4.28,7.3
Gold,31-08-2015,411350,29250.00,4,65077.8,0.11,1.97,6.7
Gold,30-04-2021,57133,38300.00,7,26071.71,0.79,10.36,5.3
Gold,31-05-2015,1227364,31625.00,8,75747.96,0.37,5.84,4.1
Gold,31-12-2017,456481,43225.00,7,54120.2,0.54,3.58,6.1
Gold,31-10-2013,57133,29549.00,1,79603.6,0.3,3.38,7.3
Gold,31-07-2020,257474,28040.00,7,19637.06,0.37,6.07,7.3
Gold,30-06-2022,1581447,28905.00,6,56619.65,0.7,3.41,7.1
Gold,30-09-2020,1099071,33100.00,5,25787.61,0.6,2.28,6
Gold,30-04-2013,418752,51099.00,7,8243.3,0.03,8.83,6.1
Gold,30-11-2018,1344222,47502.00,8,48735.68,0.53,3.27,5.3
Gold,31-08-2014,813950,28040.00,5,40949.39,0.77,5.26,7.3
Gold,31-01-2013,658588,48807.00,1,32115.21,0.51,2.33,7.1
Gold,31-12-2017,661961,29638.00,3,38155.6,0.61,8.83,6.1
Gold,30-09-2016,353449,26355.00,1,56976.31,0.59,4.92,7.9
Gold,31-12-2020,1056737,48807.00,3,29263.09,0.15,6.71,9
Gold,31-12-2013,227302,28612.00,1,55842.18,0.26,4.2,7.3
Gold,31-08-2021,1990090,47901.00,6,65028.2,0.67,6.01,5.1
Gold,31-03-2013,1191036,29250.00,1,40423.79,0.14,12.2,4.7
Gold,31-03-2014,1437711,30363.00,2,57433.33,0.48,7.04,4.1
Gold,30-04-2018,1244611,47840.00,1,56556.52,0.79,4.48,13
Gold,30-06-2012,401114,26593.00,7,31191.44,0.79,7.22,3.7
Gold,31-03-2017,1300522,41763.00,8,69757.2,0.22,3.63,7.3
Gold,31-10-2021,723013,26301.00,4,21920.5,0.68,6.77,4.8
Gold,30-09-2018,449888,29592.00,2,27569.02,0.12,5.01,7.5
Gold,31-05-2017,977811,50070.00,1,10924.22,0.74,4.58,7.5
Gold,30-06-2017,1328653,31703.00,8,50904.8,0.16,5.54,4.5
Gold,31-03-2021,1239621,41012.00,4,33437.52,0.32,10.6,4.4
Gold,31-12-2017,773988,47898.00,4,31182.93,0.72,6.77,7
Gold,30-11-2022,980156,50070.00,9,45851.63,0.13,4.39,7.2
Gold,30-11-2016,1206456,28992.00,7,22349.19,0.57,5.01,7.5
Gold,31-05-2012,1570233,29549.00,4,74845.04,0.44,6.77,7
Gold,31-01-2012,1119749,30426.00,2,29064.71,0.37,2.99,6.1
Gold,31-10-2014,636787,26473.00,5,75284.25,0.44,5.05,7.1
Gold,30-04-2018,1326377,29638.00,1,37683.8,0.67,5.54,4.5
Gold,30-11-2021,625775,26473.00,2,52068.05,0.12,6.07,7.3
Gold,31-05-2019,651130,27151.00,7,32762.44,0.64,3.18,5.3
Gold,31-08-2013,686304,31221.00,1,21863.11,0.2,5.59,10
Gold,31-12-2019,57133,38999.00,1,39573.28,0.51,2.86,6.3
Gold,31-08-2013,1154509,41763.00,10,44124.18,0.49,7.65,6.3
Gold,31-10-2020,809874,48807.00,3,57201.55,0.18,7.59,4.7
Gold,31-03-2017,760852,26866.00,1,16013.66,0.46,7.59,4.7
Gold,30-11-2013,1916970,50924.00,7,61847.81,0.3,12.2,4.7
Gold,30-11-2014,260672,27794.00,8,27267.09,0.5,9.6,4.7
Gold,31-08-2018,749535,25714.00,7,45679.25,0.65,9.73,5.4
Gold,30-04-2021,484385,27911.00,3,8348.11,0.68,5.07,7
Gold,30-04-2020,1438574,30197.00,2,49578.08,0.6,5.47,7.7
Gold,31-05-2014,787787,29372.00,9,45469.83,0.55,5.84,4.1
Gold,30-11-2017,1519856,28040.00,6,20838.34,0.47,3.28,5
Gold,31-07-2013,1039419,30479.00,7,15275.4,0.55,10.36,5.3
Gold,30-11-2014,972954,30057.00,3,16566.94,0.36,4.87,7.7
Gold,30-06-2022,1437215,26709.00,8,4570.64,0.62,5.26,7.3
Gold,31-10-2016,1439843,46858.00,7,25277.12,0.19,9.47,5.9
Gold,31-01-2016,1119084,29638.00,3,26514.88,0.5,3.41,7.1
Gold,30-09-2022,175547,30426.00,9,26037.83,0.68,4.87,7.4
Gold,30-04-2013,344351,38300.00,9,20683.73,0.18,4.06,-1
Gold,30-11-2014,296377,30634.00,7,12956.07,0.22,7.88,4.7
Gold,31-08-2014,68578,26594.00,1,50692.16,0.65,2.86,6.3
Gold,31-10-2021,920492,46431.00,7,53101.24,0.23,10.5,4.6
Gold,30-11-2019,57133,26709.00,7,22487.48,0.61,6.07,5.4
Gold,30-11-2019,714389,27788.00,9,28601.6,0.33,2.28,6
Gold,30-09-2017,1255918,30479.00,1,54543.25,0.67,7.22,3.7
Gold,31-08-2013,1663717,29756.00,1,30863,0.41,6.07,7.3
Gold,30-09-2018,1190498,33947.00,1,14432.16,0.55,3.28,5
Gold,31-05-2015,233104,25114.00,7,28266.44,0.28,6.07,7.3
Gold,31-12-2022,1221147,32902.00,4,79603.6,0.13,3.89,6.7
Gold,30-04-2018,1011480,30814.00,1,61257.43,0.5,8.3,4.6
Gold,30-09-2021,451774,25714.00,3,30507.37,0.07,9.75,5.4
Gold,28-02-2018,876069,24789.00,1,76406.39,0.42,5.59,10
Gold,30-06-2012,57133,30423.00,2,23333.08,0.16,6.69,-23.9
Gold,31-03-2014,933664,46817.00,5,26893.15,0.67,7,13.5
Gold,31-01-2018,1897936,34714.00,10,30506.44,0.69,4.59,-3
Gold,30-04-2016,1910530,51099.00,2,37633.63,0.67,10.3,4.8
Gold,30-06-2012,1468964,50924.00,9,46082.74,0.08,5.54,4.5
Gold,31-03-2017,252783,31703.00,6,79603.6,0.25,5.37,7.5
Gold,30-04-2021,1209856,36873.00,3,67724.35,0.5,7,13.5
Gold,31-03-2019,1249902,29063.00,2,28785.56,0.78,3.58,6.1
Gold,31-10-2022,1650048,54779.00,2,49703.78,0.54,10.6,4.8
Gold,30-09-2021,485501,31703.00,7,26820.36,0.26,3.89,6.7
Gold,31-08-2019,568087,26593.00,2,56986.36,0.74,10.5,4.6
Gold,31-07-2019,384154,26473.00,8,48701.9,0.35,5.66,6.2
Gold,31-01-2017,1020316,31099.00,3,53754,0.7,3.38,7.3
Gold,31-12-2015,1261076,30814.00,3,39557.64,0.56,5.4,7.3
Gold,31-10-2014,563336,47898.00,5,50778.85,0.62,10.3,4.8
Gold,30-09-2017,896387,51633.00,4,51312.3,0.6,5.01,7.5
Gold,31-05-2022,596434,28441.00,8,17096.5,0.78,10.03,5.5
Gold,30-06-2020,972864,29638.00,4,9577.67,0.28,8.48,4.6
Gold,29-02-2012,899968,34714.00,1,5850.95,0.54,11.2,4.6
Gold,31-10-2017,1037666,31703.00,1,24728.68,0.21,3.74,7
Gold,31-05-2015,538587,50641.00,8,22487.21,0.25,3.58,6.1
Gold,31-08-2019,1589258,28872.00,8,35712.55,0.48,1.97,6.7
Gold,31-10-2012,1595854,31229.00,4,66444.06,0.47,6.69,-23.9
Gold,30-04-2018,57133,46817.00,3,29638.46,0.52,9.75,5.4
Gold,31-10-2013,57133,31631.00,2,31523.37,0.2,5.77,7.5
Gold,31-10-2021,1948052,50530.00,1,71717.86,0.61,8.48,4.6
Gold,29-02-2016,887199,31229.00,1,35236.79,0.32,3.74,7
Gold,31-08-2013,787468,47994.00,3,7206.37,0.4,5.54,4.5
Gold,30-04-2022,820869,50081.00,8,78359.52,0.06,5.01,7.5
Gold,31-12-2019,1990090,30186.00,4,43220.74,0.78,5.4,7.3
Gold,31-10-2014,762463,25714.00,4,14030.66,0.5,2.99,6.3
Gold,31-05-2016,533426,46817.00,7,22232.1,0.06,7.9,4.5
Gold,30-11-2017,1485470,44418.00,9,72783.16,0.7,6.01,5.1
Gold,31-07-2014,509382,41012.00,1,72503.46,0.36,7,13.5
Gold,31-10-2015,955705,28905.00,1,55641.39,0.51,2.36,5.7
Gold,31-12-2014,1990090,47439.00,1,79603.6,0.21,6.07,5.4
Gold,31-08-2021,1717422,30116.00,1,79603.6,0.77,6.07,5.4
Gold,31-10-2019,284320,46431.00,7,48350.09,0.58,4.35,15
Gold,30-04-2022,317188,41012.00,4,24702.27,0.38,4.17,8
Gold,31-01-2020,311569,26908.00,1,79603.6,0.57,5.84,4.1
Gold,28-02-2018,1476651,31099.00,3,60784.26,0.61,5.3,20.1
Gold,31-03-2018,262841,31115.00,3,19204.29,0.54,5.41,7.4
Gold,31-05-2016,882950,50029.00,3,60384.6,0.7,6.07,5.4
Gold,31-01-2017,988715,27788.00,3,36992.04,0.39,4.87,7.7
Gold,31-05-2019,1322485,44647.00,1,32858.47,0.39,6.01,5.1
Gold,31-08-2012,1519324,50641.00,2,36392.14,0.61,7.59,4.7
Gold,28-02-2013,1327999,27788.00,1,52075.87,0.55,2.18,6.1
Gold,31-08-2021,397747,28588.00,2,34536.91,0.71,9.9,5.3
Gold,30-06-2017,300766,29172.00,8,23741.72,0.46,7.65,6.3
Gold,31-05-2016,777065,31631.00,1,11208.12,0.21,5.05,7.1
Gold,31-08-2016,1011317,28905.00,9,39339.19,0.52,5.37,7.5
Gold,30-11-2020,744171,29549.00,6,23423.1,0.56,3.63,7.3
Gold,31-12-2015,166166,30479.00,7,56158.39,0.53,2.28,6
Gold,29-02-2016,1149626,26709.00,5,62382.21,0.68,4.87,7.7
Gold,30-04-2016,607066,28040.00,1,65650.21,0.49,9.47,5.9
Gold,31-01-2015,1990090,28040.00,3,79603.6,0.79,4.92,7.9
Gold,31-05-2017,1887531,26709.00,9,55276.29,0.59,7.39,5
Gold,31-05-2013,1085966,25714.00,6,4570.64,0.48,10.03,5.5
Gold,30-11-2019,57133,28078.00,4,48895.66,0.79,5.21,6.7
Gold,31-10-2017,1141203,29063.00,1,61833.43,0.28,8.33,4.6
Gold,28-02-2017,1365855,29592.00,2,58878.18,0.72,7.39,5
Gold,30-04-2020,882194,31014.00,5,58153.88,0.52,4.28,6
Gold,30-09-2015,764042,31014.00,3,65325.39,0.58,10.6,4.4
Gold,31-12-2014,287924,51365.00,4,14363.68,0.45,7.61,-10
Gold,30-09-2020,852438,46817.00,1,16273.3,0.6,5.4,7.3
Gold,31-10-2013,480145,30426.00,4,31605.82,0.08,9.9,5.3
Gold,31-08-2019,1024428,28470.00,1,56824.25,0.79,5.26,7.3
Gold,31-10-2013,63129,54779.00,2,34861.95,0.54,3.19,5.1
Gold,31-05-2017,1990090,30634.00,2,56789.01,0.11,6.07,5.4
Gold,30-04-2019,57133,31014.00,1,20057.24,0.5,4.28,6
Gold,31-05-2014,539037,26709.00,9,65770.36,0.36,2.57,6.6
Gold,31-07-2022,312809,28040.00,3,50766.7,0.04,2.18,6.1
Gold,31-03-2020,449721,29382.00,3,44818.7,0.18,4.87,7.7
Gold,31-01-2014,1523218,30947.00,2,54440.52,0.38,9.47,5.9
Gold,30-04-2014,1329162,27151.00,8,79603.6,0.34,7.9,4.5
Gold,31-01-2019,186398,27911.00,3,18857.83,0.57,4.87,7.7
Gold,31-01-2019,1452792,31221.00,8,59921.06,0.24,10.26,5.7
Gold,30-04-2022,1171521,31631.00,1,70945,0.27,2.28,5.7
Gold,31-03-2015,1407520,30064.00,2,53075.38,0.73,4.88,6.3
Gold,30-09-2020,1619006,30138.00,2,57719.19,0.72,4.39,7.2
Gold,31-01-2018,227954,48861.00,7,21088.18,0.79,9.47,5.9
Gold,31-05-2020,488468,29909.00,6,14377.59,0.04,4.41,7.2
Gold,29-02-2020,1397889,30116.00,7,36061.49,0.77,5.62,7.3
Gold,30-06-2022,740505,30057.00,4,30161.26,0.05,2.28,5.7
Gold,31-07-2015,1990090,25114.00,1,64118.56,0.64,4.83,7.5
Gold,30-04-2014,1424702,50081.00,5,68025.4,0.44,8.6,4.9
Gold,31-12-2020,1335092,31703.00,1,29238.14,0.73,12.2,4.7
Gold,31-10-2020,1779593,50641.00,3,21539.46,0.61,4.62,4.5
Gold,30-11-2019,1040236,26355.00,6,20881.75,0.79,3.41,7.1
Gold,29-02-2020,57133,27733.00,7,6241.81,0.59,6.58,4.7
Gold,31-08-2020,1298433,28872.00,5,45480.18,0.19,3.74,7
Gold,30-09-2014,431423,44418.00,3,20406.08,0.07,5.54,4.5
Gold,31-03-2016,406571,47840.00,8,41558.74,0.2,9.86,5.3
Gold,30-09-2019,1247316,36873.00,1,79603.6,0.52,4.28,6
Gold,31-12-2017,621791,25714.00,2,30214.63,0.38,3.41,7.1
Gold,31-10-2016,626206,30116.00,7,51406.61,0.24,10.03,5.5
Gold,31-05-2021,412003,48861.00,1,61004.78,0.53,10.56,5.1
Gold,31-08-2014,293009,26709.00,6,16851.88,0.09,9.9,5.3
Gold,31-10-2015,460075,29328.00,9,37307.61,0.69,6.07,7.3
Gold,31-08-2019,57133,29328.00,2,14846.14,0.34,3.63,7.3
Gold,28-02-2013,1092760,47901.00,4,29036.96,0.56,4.48,13
Gold,31-10-2013,81395,41012.00,1,57712.3,0.79,6.07,5.4
Gold,31-08-2018,1966840,43225.00,3,62306.08,0.22,9.9,5.3
Gold,31-07-2016,651037,31631.00,5,17042.32,0.6,7.9,4.5
Gold,31-10-2016,479606,28428.00,7,35160.21,0.41,4.39,7.2
Gold,31-10-2018,744542,50070.00,2,8868.93,0.11,3.38,7.3
Gold,31-03-2022,1075119,30851.00,1,76553.17,0.13,4.59,-3
Gold,30-04-2012,106168,29172.00,7,63438.63,0.31,6.73,-15
Gold,30-06-2017,502203,46221.00,8,9966.29,0.23,3.19,5.1
Gold,30-09-2014,382148,47840.00,8,73574.41,0.71,5.69,7.2
Gold,31-03-2012,1644640,25114.00,1,79603.6,0.43,5.52,0.6
Gold,31-01-2021,444776,31141.00,8,70364.68,0.56,4.59,-3
Gold,30-09-2013,1171194,29469.00,3,77241.52,0.69,5.21,6.7
Gold,31-03-2015,1538314,29372.00,6,76518.1,0.53,4.44,7.2
Gold,30-11-2016,451904,30634.00,1,39312.17,0.2,10.6,4.4
Gold,28-02-2013,535000,54779.00,1,47677.72,0.77,5.47,7.7
Gold,30-06-2019,1153834,29250.00,4,29150.8,0.63,5.52,0.6
Gold,31-01-2016,403888,29756.00,7,43072.75,0.69,4.92,7.9
Gold,30-06-2018,295395,47994.00,3,64140.43,0.71,4.39,7.2
Gold,31-03-2020,57133,29437.00,1,47750.19,0.59,5.3,20.1
Gold,31-08-2017,980187,50029.00,10,53131.17,0.28,4.23,0.9
Gold,31-01-2019,1031568,54779.00,10,47890.41,0.47,3.17,7.7
Gold,30-11-2021,874022,47502.00,2,74157.45,0.41,5.19,6.3
Gold,31-07-2014,540893,50924.00,6,12754.76,0.68,8.33,4.6
Gold,31-01-2022,1473058,30634.00,10,55803.31,0.1,8.25,4.6
Gold,30-11-2015,1841650,47901.00,6,56932.2,0.68,3.28,5
Gold,28-02-2022,199319,46431.00,1,10496.33,0.68,7.03,5.7
Gold,31-08-2017,553357,30057.00,9,32670.12,0.29,4.41,7.2
Gold,31-08-2018,1868092,26061.00,8,43152.04,0.56,5.84,4.1
Gold,30-09-2016,1405856,49111.00,7,58269.01,0.31,5.25,7.4
Gold,31-10-2018,663330,47502.00,6,72129.92,0.27,5.63,5.5
Gold,31-08-2016,953771,46858.00,4,37825.83,0.55,4.59,-3
Gold,31-10-2012,57133,30064.00,8,39701.72,0.53,7.75,4.6
Gold,31-08-2014,57133,30363.00,2,26971.76,0.67,5.52,0.6
Gold,31-12-2021,1621720,47898.00,4,22755.69,0.53,8.48,4.6
Gold,31-01-2014,1845297,30363.00,1,60619.72,0.7,2.28,5.7
Gold,31-05-2015,1460722,30186.00,3,29025.49,0.38,3.89,6.7
Gold,30-11-2014,1182568,50719.00,5,42675.19,0.7,7.59,4.7
Gold,28-02-2015,385218,46221.00,3,20647.53,0.33,5.66,6.2
Gold,31-03-2015,745112,27911.00,7,8589.19,0.3,4.39,7.2
Gold,30-06-2022,64417,50924.00,8,16336.93,0.19,5.69,7.2
Gold,30-06-2013,1307306,48807.00,5,39963.15,0.49,6.69,-23.9
Gold,31-10-2021,578331,24789.00,1,19519.19,0.32,5.72,5.1
Gold,31-10-2020,1339358,36873.00,7,45170.16,0.58,2.28,6
Gold,31-01-2016,1307031,44647.00,8,47117.47,0.31,4.48,13
Gold,31-12-2016,518736,29382.00,5,46748.41,0.71,6.01,5.1
Gold,30-09-2013,241734,47439.00,5,34450.77,0.64,8.48,4.6
Gold,31-03-2014,1113492,50924.00,1,58113.14,0.02,6.73,-15
Gold,30-06-2016,57133,50232.00,1,35539.91,0.49,5.19,6.3
Gold,31-10-2013,1824328,50719.00,8,55245.84,0.78,5,7.4
Gold,31-12-2019,1202932,25114.00,4,68179.04,0.53,3.69,7.1
Gold,28-02-2013,555327,50719.00,5,63541.29,0.41,5.84,4.1
Gold,30-09-2019,929314,28612.00,3,32954.61,0.36,3.18,5.3
Gold,31-10-2017,1866725,27700.00,6,42226.7,0.43,9.86,5.3
Gold,31-12-2022,433382,27700.00,5,79603.6,0.27,2.33,7.1
Gold,30-09-2020,1133238,28612.00,3,19225.93,0.32,7.22,3.7
Gold,31-07-2021,1052923,38842.00,6,67645.96,0.64,7.22,3.7
Gold,30-06-2012,943621,30814.00,7,62137.56,0.53,7.22,3.7
Gold,28-02-2015,710641,38999.00,6,42188.35,0.25,5.03,0.4
Gold,31-12-2015,1819212,30423.00,2,57557.52,0.27,3.18,5.3
Gold,29-02-2016,1979951,28470.00,5,65021.33,0.68,4.87,7.7
Gold,30-04-2016,578389,38842.00,3,18094.13,0.07,7.88,4.7
Gold,30-11-2018,1515026,41012.00,6,16712.09,0.3,3.58,6.1
Gold,31-07-2013,1827667,29592.00,9,56804.75,0.43,7.03,5.7
Gold,31-01-2020,1412295,29909.00,6,18111.2,0.48,7.03,5.7
Gold,30-09-2022,196912,34714.00,8,24161.73,0.76,11.2,4.6
Gold,30-04-2020,1923563,26908.00,3,42766.57,0.43,5.01,7.5
Gold,30-11-2021,1525185,47439.00,6,29156.09,0.75,7.75,4.6
Gold,31-05-2014,1127736,31115.00,4,53980.84,0.69,6.93,-7.5
Gold,31-07-2018,516505,28992.00,7,57327.19,0.62,11.2,4.6
Gold,31-01-2016,979730,28076.00,2,45825.28,0.57,6.07,5.4
Gold,31-03-2019,760896,38300.00,1,36990.9,0.16,4.58,7.5
Gold,31-03-2013,377089,32902.00,8,21569.05,0.23,3.74,7
Gold,30-11-2012,57133,29382.00,2,40463.6,0.41,5.62,7.3
Gold,31-05-2019,1576545,29372.00,6,38702.71,0.52,3.58,6.1
Gold,31-05-2017,912214,25803.00,1,66023.67,0.73,4.92,7.9
Gold,31-08-2020,57133,29469.00,4,57949.96,0.02,3.69,8.2
Gold,31-07-2020,813540,29482.00,4,74337.79,0.19,6.71,9
Gold,28-02-2018,436721,28470.00,7,18658.34,0.13,10.56,5.1
Gold,31-10-2012,1181977,26301.00,1,46264.29,0.27,5.88,6.3
Gold,30-04-2017,907994,28295.00,3,20583.54,0.48,4.35,15
Gold,31-03-2015,268110,29513.00,3,36764.9,0.54,5.47,7.7
Gold,30-11-2021,1602805,31489.00,6,54683.49,0.63,9.75,5.4
Gold,30-06-2019,1026243,30116.00,8,17362.68,0.69,8.25,4.6
Gold,30-11-2012,1468744,25924.00,1,5110.12,0.28,5.69,7.2
Gold,30-06-2013,424301,51365.00,2,68993.14,0.56,5.66,6.2
Gold,31-07-2014,1990090,47901.00,6,73049.1,0.77,5.03,0.4
Gold,31-10-2015,1076832,31221.00,6,52155.36,0.75,3.58,6.1
Gold,30-09-2021,392831,43225.00,6,17147.38,0.61,5.66,6.2
Gold,31-05-2021,1638943,47060.00,8,19268.87,0.24,9.73,5.4
Gold,31-01-2022,477790,31703.00,10,42662.06,0.75,4.58,7.5
